age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
47,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States
54,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
41,Local-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States
27,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
40,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
26,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,80,United-States
31,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
26,Private,HS-grad,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,United-States
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States
18,Private,11th,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States
45,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
48,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States
52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States
23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
31,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
50,Private,10th,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
44,Private,Some-college,Separated,Tech-support,Not-in-family,White,Female,0,0,38,United-States
25,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,56,United-States
38,Private,HS-grad,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,45,United-States
18,Private,9th,Never-married,Sales,Own-child,White,Female,0,0,42,United-States
27,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States
20,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
31,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
46,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,0,0,52,United-States
45,State-gov,HS-grad,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States
63,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Haiti
31,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
39,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
44,Local-gov,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,1340,40,United-States
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
65,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
22,Private,10th,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
65,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,17,United-States
29,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
45,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
41,Private,HS-grad,Separated,Adm-clerical,Not-in-family,Black,Male,2354,0,40,United-States
50,State-gov,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,6849,0,40,United-States
84,Local-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,33,United-States
28,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
39,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,40,United-States
29,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
54,Private,Preschool,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Mexico
37,Private,Masters,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,60,Iran
45,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
34,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States
48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States
42,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
22,Private,9th,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,35,Mexico
51,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
45,Private,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,2407,0,50,United-States
40,Private,HS-grad,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States
32,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
20,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
27,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
59,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States
24,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
19,Private,11th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States
31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States
50,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States
22,Private,5th-6th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,Mexico
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
61,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States
33,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Germany
65,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
23,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States
52,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States
60,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States
35,Private,10th,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States
40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
52,Private,11th,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States
45,Private,HS-grad,Separated,Prof-specialty,Unmarried,White,Female,0,0,10,United-States
36,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States
64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
42,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,15,United-States
30,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,99,United-States
35,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,1741,60,United-States
21,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
45,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
40,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States
32,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
48,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States
32,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States
29,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,4064,0,30,Canada
21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States
48,Private,HS-grad,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
26,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,50,United-States
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
31,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
47,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
51,Private,11th,Separated,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica
47,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
25,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
26,Self-emp-inc,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,50,United-States
41,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,4650,0,55,United-States
43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States
40,Self-emp-inc,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,1506,0,40,United-States
40,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States
22,Private,10th,Never-married,Transport-moving,Own-child,White,Male,0,0,25,United-States
46,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,50,United-States
33,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Puerto-Rico
55,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States
26,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
40,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1887,40,United-States
28,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,Germany
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
46,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
18,Private,11th,Never-married,Sales,Own-child,Black,Female,0,0,10,United-States
36,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
37,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
55,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
39,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
40,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
18,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
25,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,16,United-States
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
33,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,45,United-States
61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico
34,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
33,Private,Doctorate,Divorced,Sales,Not-in-family,White,Male,99999,0,60,United-States
69,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,2964,0,35,United-States
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,France
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States
70,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
49,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
23,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
27,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States
58,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
62,Private,10th,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,32,China
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,Mexico
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
66,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
24,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States
21,Private,Some-college,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States
38,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
44,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,Black,Female,1151,0,50,United-States
25,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico
46,Private,Assoc-voc,Divorced,Tech-support,Other-relative,White,Female,0,0,36,United-States
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,50,United-States
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States
42,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States
23,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
43,Private,HS-grad,Married-AF-spouse,Craft-repair,Wife,Black,Female,0,0,42,United-States
24,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States
45,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
49,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,United-States
17,Private,11th,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
27,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,United-States
40,Private,Assoc-acdm,Separated,Tech-support,Unmarried,White,Female,1471,0,32,United-States
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States
42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
48,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States
43,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,United-States
19,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
55,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States
36,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
